Location,Latitude,Longitude,Microplastic_Size_mm,Shape,Density,Polymer_Type,pH,Salinity,MP_Count_per_L,Industrial_Activity,Population_Density,Risk_Type,Risk_Level,Risk_Score,Author
"Kolambugan, Lanao del Norte",8.0867,123.8219,0.24–4.99 (avg 1.82),"Filament, Fiber",~1.4 g/cm³,"Rayon, Polyester, Azlon",8.08–8.47,25.54–28.00 PSU,54.56,"Seaweed farming, rural runoff",Medium,Ecological,Moderate,0.68,Reble et al.
Ozamiz (Unwashed Seaweed),8.1412,123.8522,1.75,Fiber,1.4,"Rayon, Polyester, Azlon",8.29,27.5,—,Seaweed farms near coast,High,Ecological,High,0.8,Reble et al.
Ozamiz (Washed Seaweed),8.1412,123.8522,1.79,Filament,1.4,"Rayon, Polyester",8.29,27.5,—,Same,High,Ecological,Medium,0.65,Reble et al.
Kolambugan (Unwashed Seaweed),8.0867,123.8219,1.82,Filament,1.4,"Rayon, Polyester",8.3,26.8,—,Rural farming area,Medium,Ecological,Moderate,0.6,Reble et al.
Kolambugan (Washed Seaweed),8.0867,123.8219,1.82,Filament,1.4,"Rayon, Polyester",8.3,26.8,—,Same,Medium,Ecological,Low,0.4,Reble et al.
Ozamiz (Water Sample – Inside Farm),8.1412,123.8522,0.24–4.99,Filament,1.4,"Rayon, Polyester",8.28,27.5,36,Urban + Marine transport,High,Ecological,High,0.85,Reble et al.
Kolambugan (Water Sample – Inside Farm),8.0867,123.8219,0.24–4.99,Fiber,1.4,Polyester,8.3,27.2,70.17,Marine farming,Medium,Ecological,High,0.78,Reble et al.
Samar Market L1B1,11.78,124.88,0.2–1.0,"Fragment (65.2%), Pellet (17.4%)",0.94–1.37 g/cm³,"PE, PS, HDPE, PVC, PET, PA (Nylon)",7.8,35 PSU,17 ± 3 MPC/250 g (?68/L),"Local commerce, household waste",Medium,Food Safety,Moderate,0.6,Pajarillo et al.
Samar Market L1B2,11.78,124.88,0.2–1.0,"Pellet (23.5%), Film (17.6%), Fragment (29.4%)",0.94–1.37,"PE, PS, PVC, PET, PA",7.8,35,20 ± 5 MPC/250 g (?80/L),Market packaging waste,Medium,Food Safety,Moderate,0.62,Pajarillo et al.
Samar Market L1B3,11.78,124.88,0.2–1.0,"Foamed Plastic (41.7%), Fragment (29.2%)",0.91–1.39,"PS, PE",7.8,35,25 ± 6 MPC/250 g (?100/L),"Retail waste, packaging",Medium,Food Safety,Moderate,0.65,Pajarillo et al.
Samar Market L2B1,11.8,124.87,0.2–0.8,"Filament (34.6%), Film (30.8%)",0.91–1.39,"PE, PP, PET",7.8,35,30 ± 8 MPC/250 g (?120/L),"Nearby salt production, runoff",Medium,Food Safety,High,0.72,Pajarillo et al.
Samar Market L2B2,11.8,124.87,0.2–0.8,"Pellet (42.9%), Film (25.7%)",0.91–1.37,"PE, PS, PET",7.8,35,35 ± 4 MPC/250 g (?140/L),Plastic handling in salt packaging,High,Food Safety,High,0.78,Pajarillo et al.
Samar Market L2B3,11.8,124.87,0.2–0.8,"Pellet (55.6%), Filament (22.2%)",0.91–1.39,"PE, PS, HDPE",7.8,35,36 ± 11 MPC/250 g (?144/L),Salt production near coast,High,Food Safety,High,0.8,Pajarillo et al.
Samar Market L3B1,11.83,124.86,0.5–1.0,"Film (44.4%), Filament (27.8%)",0.91–1.37,"PE, PET",7.8,35,28 ± 5 MPC/250 g (?112/L),Urban waste discharge,High,Food Safety,High,0.75,Pajarillo et al.
Samar Market L3B2,11.83,124.86,0.5–1.0,"Pellet (50%), Fragment (25%)",0.91–1.39,"PE, PS, HDPE",7.8,35,30 ± 7 MPC/250 g (?120/L),Market and household plastics,Medium,Food Safety,High,0.7,Pajarillo et al.
Samar Market L3B3,11.83,124.86,0.5–1.0,"Film (50%), Filament (26.7%)",0.91–1.37,"PET, PE",7.8,35,32 ± 6 MPC/250 g (?128/L),Local packaging waste,Medium,Food Safety,Moderate,0.65,Pajarillo et al.
Maqueda Bay (Salt Source),11.82,124.87,0.2–1.0,"Mixed (Pellet, Film, Fragment)",0.91–1.39,"PE, PS, PVC, PET, PA",8,35,—,"Coastal pollution, runoff",Medium–High,Ecological,High,0.77,Pajarillo et al.
Macajalar Bay,8.5182,124.5823,?1.0,"Angular, Black",0.91–1.39 g/cm³,"LDPE, PETE, PE, PVC",8,34 PSU,~40/L,"Ecotourism, coastal commerce","61,503",Ecological,Moderate,0.55,Kalnasa et al.
Macajalar Bay,8.5182,124.5824,?1.0,"Filament, Black",0.91–1.39,"LDPE, PE, PVC",8,34,~35/L,Tourism-driven littering,"61,503",Ecological,Moderate,0.5,Kalnasa et al.
Macajalar Bay,8.5182,124.5825,?1.0,"Filament, Blue",0.91–1.39,"PE, PET",8,34,~38/L,"Tourism, commercial waste","61,503",Ecological,Moderate,0.52,Kalnasa et al.
Macajalar Bay,8.5716,124.5129,?1.0,"Fiber, Blue-Black",0.91–1.39,"LDPE, PETE, PVC",8,34,~45/L,Food processing industries,"50,204",Ecological,High,0.7,Kalnasa et al.
Macajalar Bay,8.5718,124.5127,?1.0,"Fragment, Blue",0.91–1.39,"PE, PET",8,34,~42/L,Urbanized industrial area,"50,204",Ecological,High,0.68,Kalnasa et al.
Macajalar Bay,8.572,124.5126,?1.0,"Fiber, Black",0.91–1.39,"LDPE, PE",8,34,~40/L,Food packaging and waste,"50,204",Ecological,Moderate,0.6,Kalnasa et al.
Macajalar Bay,8.5899,124.4733,?1.0,"Angular, Blue",0.91–1.39,"PE, PET",8,34,~30/L,Agricultural runoff,"29,724",Ecological,Moderate,0.55,Kalnasa et al.
Macajalar Bay,8.5897,124.4729,?1.0,"Fragment, Blue",0.91–1.39,"PE, PETE",8,34,~28/L,"Coastal agriculture, minor tourism","29,724",Ecological,Low–Moderate,0.45,Kalnasa et al.
Macajalar Bay,8.5895,124.4752,?1.0,"Fiber, Pale White",0.91–1.39,"PE, PVC",8,34,~25/L,Agricultural residue transport,"29,724",Ecological,Low,0.4,Kalnasa et al.
"Talim Bay, Batangas (Region 4A)",13.95,120.65,1–5,"Microfragments, Microfilms",~0.95,"LDPE, PP",8.1,33 ppt,0.26/g (sediment),"Tourism, coastal fishing",Moderate,Ecological,Medium,0.55,Paler et al. (2019)
"Macajalar Bay, Urban (Cagayan de Oro, Region 10)",8.48,124.65,1–5,"Microfibers, Microfragments",~0.91,"HDPE, LDPE, PP",8,32 ppt,ND,Urban–industrial,High,Ecological,High,0.82,Esquinas et al. (2020)
"Macajalar Bay, Rural (Opol–Alubijid, Region 10)",8.57,124.48,1–5,Microfibers,~0.91,"LDPE, PP",8,32 ppt,ND,"Fishing, small-scale commerce",Low,Ecological,Low,0.25,Kalnasa et al. (2019)
"Lian Bay, Batangas (Region 4A)",13.93,120.64,<5,"Microfragments, Microfilms",~0.95,PE,8.2,33 ppt,0.26/g,Tourism and fishery,Moderate,Ecological,Medium,0.52,Paler et al. (2019)
"San Juan, Batangas (Estuary Gradient)",13.83,121.4,<5,"Microfilms, Micropellets",0.94,PE,8.1,31 ppt,0.04–0.06/g,"Domestic wastewater, aquaculture",Moderate,Ecological,Medium,0.48,Espiritu et al. (2019)
"Bacoor Bay, Cavite",14.46,120.94,0.1–0.5,"Microfibers, Microfragments",1,Mixed (unidentified),8,30 ppt,ND,"Urban, aquaculture",High,Ecological,High,0.75,Argamino & Janairo (2016)
"North Bais Bay, Negros Oriental",9.3,122.85,0.2–5,"Microfibers, Microfragments",1.3,"Rayon, PP",8.2,34 ppt,0.082/g,Fishing villages,Low,Ecological,Low,0.33,Bucol et al. (2020)
"Mayo Bay, Davao Oriental",6.96,126.24,>25 (macroplastics),"Fragments, Films",~0.95,"LDPE, PP",8.1,34 ppt,ND,Low urbanization,Low,Ecological,Medium,0.4,Abreo et al. (2018)
Davao Gulf,7.08,125.6,>25 (macroplastics),"Fragments, Rope",~0.91,PP,8.1,34 ppt,ND,"Shipping, coastal industries",High,Ecological,High,0.88,"Abreo et al. (2016a, 2016b)"
Pasig River – Manila Bay Corridor,14.6,120.97,<5,"Microfragments, Microfilaments",~1.0,"Mixed (PE, PP)",7.5,28 ppt,ND,"Urban–industrial, dense settlements",Very High,Ecological,Very High,0.95,Deocaris et al. (2019)
Metro Manila (Urban Household 1),14.6,120.98,<5,Microfragments,0.95,LDPE,7.4,0,311.83/HH/week,"E-commerce, packaging",Very High,Ecological & Domestic,High,0.8,Leon et al.
Metro Manila (Urban Household 2),14.58,120.99,<5,Microfibers,0.91,PP,7.5,0,290.00/HH/week,"E-commerce, online retail",Very High,Ecological & Domestic,High,0.78,Leon et al.
Metro Manila (Urban Household 3),14.62,120.97,<5,Microfilms,0.94,LDPE,7.6,0,275.00/HH/week,"Online delivery, food service",Very High,Domestic,Medium,0.65,Leon et al.
Metro Manila (Urban Household 4),14.64,121,<5,Microfibers,1.04,PS,7.4,0,312.00/HH/week,E-commerce packaging,Very High,Ecological,High,0.81,Leon et al.
Metro Manila (Urban Household 5),14.61,120.96,<5,Microfragments,0.95,HDPE,7.5,0,305.00/HH/week,E-commerce logistics,Very High,Domestic,High,0.77,Leon et al.
Metro Manila (Urban Household 6),14.63,120.95,<5,Micropellets,1.38,PET,7.5,0,250.00/HH/week,"Food packaging, delivery",Very High,Ecological,Medium,0.7,Leon et al.
Metro Manila (Urban Household 7),14.6,121.01,<5,Microfilms,0.95,LDPE,7.3,0,315.00/HH/week,E-commerce wrapping,Very High,Domestic,High,0.82,Leon et al.
Metro Manila (Urban Household 8),14.59,120.97,<5,Microfibers,1.04,PS,7.4,0,318.00/HH/week,"E-commerce, food takeout",Very High,Ecological,High,0.84,Leon et al.
Metro Manila (Urban Household 9),14.6,121.02,<5,Microfilms,0.95,LDPE,7.4,0,308.00/HH/week,Packaging and shipping,Very High,Domestic,High,0.79,Leon et al.
Metro Manila (Urban Household 10),14.61,121.03,<5,Microfragments,0.91,PP,7.5,0,300.00/HH/week,Household e-commerce,Very High,Ecological,High,0.76,Leon et al.
"Iligan Bay, Mindanao",8.25,124.28,0.3–4.9,"Fibers, Fragments",0.91–1.38,"PE, PP, PET",8.1,33 ppt,0.15,"Shipping, fishing, domestic discharge",Moderate,Ecological,Medium,0.55,Reble et al.
"Macajalar Bay, Misamis Oriental",8.5,124.65,0.5–5.0,"Fibers, Films",0.91,"PP, LDPE",8,32 ppt,0.22,"Industrial, port activity",High,Ecological,High,0.78,Reble et al.
"Davao Gulf, Davao City",7.08,125.6,0.3–5.0,"Fragments, Fibers",0.95–1.38,"PE, PET",8.2,34 ppt,0.2,"Shipping, domestic runoff",High,Ecological,High,0.81,Reble et al.
"Hinatuan Bay, Surigao del Sur",8.37,126.33,0.3–4.0,"Films, Fragments",0.91–1.04,"LDPE, PS",8.1,33 ppt,0.17,"Coastal fishing, small industry",Moderate,Ecological,Medium,0.6,Reble et al.
"Lianga Bay, Surigao del Sur",8.63,126.1,0.4–4.8,Fibers,0.91,PP,8.1,34 ppt,0.19,"Fishing, domestic sources",Moderate,Ecological,Medium,0.62,Reble et al.
"Butuan Bay, Agusan del Norte",8.9,125.45,0.5–4.5,Fragments,0.95,PE,8.2,33 ppt,0.18,"Riverine input, urban discharge",Moderate,Ecological,Medium,0.58,Reble et al.
"Tago Bay, Surigao del Sur",8.62,126.1,0.4–5.0,"Fibers, Fragments",0.91–1.04,"PP, PS",8.2,34 ppt,0.16,"Fishing, domestic waste",Moderate,Ecological,Medium,0.54,Reble et al.
"Bislig Bay, Surigao del Sur",8.22,126.35,0.5–5.0,Films,0.91,LDPE,8.2,33 ppt,0.2,Small-scale industry,Low,Ecological,Medium,0.48,Reble et al.
"Tambobo Bay, Negros Oriental",9.12,123.18,0.3–5.0,Fibers,0.91,PP,8.1,33 ppt,0.14,Coastal households,Low,Ecological,Low,0.35,Reble et al.
"Balangasan Bay, Pagadian",7.83,123.43,0.5–5.0,"Fragments, Fibers",0.95,PE,8,33 ppt,0.23,Port activity,Moderate,Ecological,High,0.72,Reble et al.
"Catbalogan City, Samar (L1B1)",11.78,124.88,0.2–1.0,Fragments,0.95,PE,7,35 ppt,17±3 / 250 g,"Local salt processing, market activity",Moderate,Human Health,Medium,0.55,Pajarillo et al.
"Catbalogan City, Samar (L1B2)",11.78,124.88,0.2–1.0,"Pellet, Film, Filament, Fragment",0.91–1.38,"PE, PET, HDPE",7,35 ppt,23±4 / 250 g,Coastal domestic waste,Moderate,Human Health,Medium,0.6,Pajarillo et al.
"Catbalogan City, Samar (L1B3)",11.78,124.88,0.2–1.0,"Foamed Plastic, Fragment",1.04,PS,7,35 ppt,22±5 / 250 g,Improper waste disposal,Moderate,Human Health,Medium,0.58,Pajarillo et al.
"Calbayog City, Samar (L2B1)",12.07,124.6,0.2–0.8,"Filament, Film",1.14,Nylon,7.2,35 ppt,28±5 / 250 g,Local salt processing,High,Human Health,High,0.72,Pajarillo et al.
"Calbayog City, Samar (L2B2)",12.07,124.6,0.2–0.8,"Pellet, Film",0.95,"PVC, PET",7.2,35 ppt,35±4 / 250 g,Plastic packaging waste,High,Human Health,High,0.8,Pajarillo et al.
"Calbayog City, Samar (L2B3)",12.07,124.6,0.2–1.0,"Pellet, Filament",0.91,"LDPE, PP",7.2,35 ppt,36±11 / 250 g,Manufacturing waste spill,High,Human Health,Very High,0.85,Pajarillo et al.
"Basey, Samar (L3B1)",11.29,125.07,0.5–1.0,"Film, Filament",0.95,PE,7.3,35 ppt,27±3 / 250 g,Domestic and coastal waste,Moderate,Human Health,Medium,0.63,Pajarillo et al.
"Basey, Samar (L3B2)",11.29,125.07,0.2–0.8,"Pellet, Fragment",0.91,"PP, PS",7.3,35 ppt,30±4 / 250 g,Market packaging waste,Moderate,Human Health,High,0.68,Pajarillo et al.
"Basey, Samar (L3B3)",11.29,125.07,0.5–1.0,"Film, Fragment",0.95,"PE, PVC",7.3,35 ppt,29±5 / 250 g,Domestic disposal,Moderate,Human Health,High,0.66,Pajarillo et al.
Maqueda Bay (Source Area),11.83,124.85,0.2–1.0,"Mixed (Pellet, Film, Fragment)",0.91–1.38,"PE, PP, PET, PS, PVC, Nylon",8,35 ppt,—,Marine saltwater input,Moderate,Ecological,High,0.7,Pajarillo et al.
"Bantayan Coastline, Dumaguete",9.31,123.31,0.2–5.0,"Fibers, Fragments",0.91–1.38,"PE, PP, PET",7.9,33 ppt,0.28,"Domestic waste, tourism",High,Ecological,High,0.76,Tayko et al.
"Piapi Beach, Dumaguete",9.32,123.31,0.3–4.0,"Films, Fibers",0.91,"LDPE, PP",8,33 ppt,0.24,"Coastal waste, recreation",High,Ecological,High,0.72,Tayko et al.
Bantayan Wetland Area,9.31,123.32,0.5–4.5,Fragments,1.04,"PS, PET",7.8,32 ppt,0.3,Domestic effluent,High,Ecological,Very High,0.85,Tayko et al.
Piapi Mangrove Zone,9.33,123.32,0.4–4.2,Fibers,0.95,"PE, PET",7.9,34 ppt,0.27,"Tourism, nearshore runoff",Moderate,Ecological,Medium,0.58,Tayko et al.
Silliman Beach (North End),9.34,123.3,0.3–4.8,"Films, Fragments",0.91,"LDPE, PP",8.1,34 ppt,0.22,"Urban discharge, market waste",High,Ecological,High,0.7,Tayko et al.
Bantayan Estuarine Outlet,9.31,123.32,0.4–4.5,"Mixed (Fibers, Films)",0.95,"PP, PS",7.8,33 ppt,0.31,"Riverine input, household waste",High,Ecological,Very High,0.88,Tayko et al.
Piapi Residential Shoreline,9.32,123.31,0.2–3.5,"Fibers, Fragments",0.91–1.04,"PE, PET",7.9,33 ppt,0.25,Domestic waste,High,Ecological,High,0.73,Tayko et al.
Bantayan Intertidal Zone,9.31,123.32,0.3–4.0,Films,0.91,LDPE,8,33 ppt,0.26,Tourism,Moderate,Ecological,Medium,0.61,Tayko et al.
Piapi Coastal Drain Outlet,9.32,123.32,0.4–4.8,Fragments,1.04,"PS, PP",7.8,32 ppt,0.33,"Urban runoff, drainage",High,Ecological,Very High,0.9,Tayko et al.
Bantayan Urban Shore (Market Area),9.31,123.31,0.5–5.0,"Films, Fibers",0.91,"PE, PP",8,33 ppt,0.29,"Market waste, domestic sewage",High,Ecological,High,0.75,Tayko et al.
"Mercedes Bay, Camarines Norte",14.121,123.023,0.5–5.0,Fragment,0.92,Polyethylene (PE),8.1,32 PSU,4.8,Moderate fishing and aquaculture,Medium,Ecological,Moderate,0.58,[Authors of paper]
"Daet Estuary, Camarines Norte",14.12,122.96,0.3–2.0,Fiber,1.38,Polyester,7.8,30 PSU,6.2,Urban runoff and domestic waste,High,Ecological,High,0.72,[Authors of paper]
Vinzons River Mouth,14.18,122.93,0.5–3.0,Film,0.95,Polypropylene (PP),7.9,31 PSU,5.6,Agriculture and aquaculture,Medium,Ecological,Moderate,0.61,[Authors of paper]
Paracale Coastal Waters,14.28,122.78,1.0–4.0,Fragment,1.05,Polystyrene (PS),8,33 PSU,4.2,Small-scale mining & fishing,Medium,Ecological,Moderate,0.55,[Authors of paper]
Basud Mangrove Area,14.13,122.92,0.4–2.5,Fiber,1.37,Nylon,7.6,28 PSU,6.8,Domestic discharge,High,Ecological,High,0.76,[Authors of paper]
Labo River Confluence,14.12,122.93,0.2–1.8,Film,0.9,Polyethylene (PE),7.9,29 PSU,5.1,Urban runoff,Medium,Ecological,Moderate,0.6,[Authors of paper]
Mambulao Bay,14.3,122.77,0.5–3.0,Fragment,0.95,Polypropylene (PP),8.1,34 PSU,3.7,Port and shipping,High,Ecological,Moderate,0.66,[Authors of paper]
Jose Panganiban Coast,14.3,122.68,0.8–5.0,Film,0.9,LDPE,8.2,35 PSU,4.5,Mining and shipping,Medium,Ecological,Moderate,0.62,[Authors of paper]
Camarines Norte Offshore Waters,14.15,122.85,0.3–2.2,Fragment,0.92,Polyethylene (PE),8,33 PSU,2.9,Minimal,Low,Ecological,Low,0.38,[Authors of paper]
Nearshore Rafting Sites (Seaweed Floats),14.13,122.9,0.4–3.0,Fiber,1.3,Polyester,7.9,31 PSU,7.4,Domestic waste & aquaculture,High,Ecological,High,0.78,[Authors of paper]
"Malolos, Bulacan",14.85,120.82,0.5–5.0,Fragments,0.95,Organic (Alkane-based),7.9,31 PSU,3.5,Aquaculture farm,Medium,Ecological,Moderate,0.55,Bautista et al.
"San Rafael, Bulacan",14.94,120.97,0.3–2.0,Filament,1.38,Organic (Amide/Alcohol),7.8,30 PSU,4.2,Aquaculture & domestic waste,Medium,Ecological,Moderate,0.58,Bautista et al.
"Hagonoy, Bulacan",14.83,120.73,0.5–4.0,Fragments,0.92,Polyethylene (PE),8,32 PSU,5.8,"Fishing, shrimp trade",High,Ecological,High,0.78,Bautista et al.
"Meycauayan, Bulacan",14.75,120.97,0.3–4.5,Films,0.91,Polyethylene (PE),7.9,33 PSU,6.1,"Industrial zone, domestic waste",High,Ecological,High,0.81,Bautista et al.
Bulacan Shrimp Farm (PE1),14.9,120.9,2,Film,0.92,"Polyethylene (PE1, smooth)",8,32 PSU,4.5,Controlled aquaculture,Medium,Experimental,Medium,0.6,Bautista et al.
Bulacan Shrimp Farm (PE2),14.9,120.9,2,Fragment,0.92,"Polyethylene (PE2, rough)",8,32 PSU,5.2,Controlled aquaculture,Medium,Experimental,Medium,0.62,Bautista et al.
"PE1 (Lab incubation, 1h)",14.9,120.9,2,Film,0.92,PE,8,32 PSU,—,Laboratory,—,Experimental,Low,0.4,Bautista et al.
"PE2 (Lab incubation, 1h)",14.9,120.9,2,Fragment,0.92,PE,8,32 PSU,—,Laboratory,—,Experimental,Moderate,0.55,Bautista et al.
"PE1 (Lab incubation, 72h)",14.9,120.9,2,Film,0.92,PE,8,32 PSU,—,Laboratory,—,Experimental,Moderate,0.58,Bautista et al.
"PE2 (Lab incubation, 72h)",14.9,120.9,2,Fragment,0.92,PE,8,32 PSU,—,Laboratory,—,Experimental,Moderate,0.56,Bautista et al.
"Barangay Tap-oc, Iloilo River",10.709,122.576,0.1–5.0,Fiber,0.91–1.38 g/cm³,"Polyethylene (PE), Polypropylene (PP)",7.2,18 PSU,4.7,"Moderate industrial runoff (warehouses, port area)",High (urban),Ecological & Human Health,High,0.85,Trisha D. Laboriante
"Barangay San Rafael, Iloilo River",10.716,122.563,0.1–4.5,"Fiber, Fragment",0.91–1.40 g/cm³,"PP, PET",7.4,17 PSU,3.1,Urban drainage and domestic effluent,High,Ecological,Moderate,0.72,Trisha D. Laboriante
"Barangay Progreso, Iloilo River",10.724,122.55,0.1–3.2,"Pellet, Film",0.94–1.20 g/cm³,"PE, PS",7.3,19 PSU,2.8,Light commercial,Medium,Ecological,Moderate,0.65,Trisha D. Laboriante
Iloilo River (Mean values),10.716,122.563,0.1–5.0,"Fiber (dominant, 70.5%)",0.91–1.38 g/cm³,"PE (50%), PP (30%), PET (20%)",7.3,18 PSU,3.5,Mixed,High,Ecological,High,0.74,Trisha D. Laboriante
Tap-oc (Gill samples),10.709,122.576,0.2–4.8,Fiber,0.91,PE,7.2,18 PSU,2.4,Industrial influence,High,Ecological,High,0.8,Trisha D. Laboriante
San Rafael (Gill samples),10.716,122.563,0.2–3.6,"Fiber, Fragment",1,PP,7.4,17 PSU,1.8,Domestic wastewater,High,Ecological,Moderate,0.7,Trisha D. Laboriante
Progreso (Gill samples),10.724,122.55,0.3–2.8,Pellet,1.05,PS,7.3,19 PSU,1.3,Low,Medium,Ecological,Low,0.55,Trisha D. Laboriante
Tap-oc (Gut samples),10.709,122.576,0.1–4.2,Fiber,0.91,PE,7.2,18 PSU,2.3,Industrial,High,Human Health,High,0.82,Trisha D. Laboriante
San Rafael (Gut samples),10.716,122.563,0.2–3.4,Fragment,1.02,PET,7.4,17 PSU,1.5,Urban,High,Human Health,Moderate,0.68,Trisha D. Laboriante
Progreso (Gut samples),10.724,122.55,0.2–2.9,Pellet,1.04,PS,7.3,19 PSU,1.1,Light commercial,Medium,Human Health,Low,0.5,Trisha D. Laboriante
"Sto. Tomas College, Danao City, Cebu",10.52,124.03,0.1–5.0,Film,0.91,Polyethylene (conventional plastic),7,—,2.5,School canteen waste,Medium,Institutional (Campus),Moderate,0.55,Avanceña et al.
"Sto. Tomas College, Danao City, Cebu",10.52,124.03,0.1–5.0,Film,1.25,Bioplastic (plant-based),7,—,0.4,School canteen waste (with biodegradable alternatives),Medium,Institutional,Low,0.3,Avanceña et al.
Sto. Tomas College (Pre-policy phase),10.52,124.03,0.1–4.5,Fragment,0.92,Polypropylene (PP),7.1,—,2.8,Food packaging & utensil use,Medium,Institutional,Moderate,0.6,Avanceña et al.
Sto. Tomas College (Post-policy phase),10.52,124.03,0.1–4.5,Film,1.2,Biodegradable cellulose-based,7.1,—,0.5,Biodegradable product use,Medium,Institutional,Low,0.35,Avanceña et al.
Danao City School Zone (General campus waste),10.53,124.04,0.1–2.0,Fragment,0.94,Polystyrene (PS),7,—,3,Canteen and community waste,High,Urban,Moderate,0.65,Avanceña et al.
"Danao City, Cebu (Before ordinance)",10.53,124.04,0.1–5.0,Fragment,0.91,PE/PP mix,7,—,3.6,Urban plastic usage,High,Ecological,High,0.75,Avanceña et al.
"Danao City, Cebu (After ordinance)",10.53,124.04,0.1–5.0,Film,1.2,Bioplastic,7,—,1.2,Eco-regulation enforcement,High,Ecological,Moderate,0.5,Avanceña et al.
Sto. Tomas College (Surveyed Canteen),10.52,124.03,0.1–3.0,Film,0.91,Polyethylene,7,—,2.2,Plastic-wrapped snacks,Medium,Institutional,Moderate,0.58,Avanceña et al.
Sto. Tomas College (With biodegradable utensils),10.52,124.03,0.1–2.0,Film,1.3,PLA (polylactic acid),7,—,0.8,School-based sustainability initiative,Medium,Institutional,Low,0.4,Avanceña et al.
Danao City Community Canteens,10.53,124.04,0.1–4.0,Fragment,0.91,"Mixed PE, PP",7.1,—,3.2,Household and school canteen waste,High,Urban,High,0.78,Avanceña et al.
"Barangay Tap-oc, Iloilo River",10.7,122.58,0.3–5.0,Fiber,1.38,"Polyethylene (PE), Polypropylene (PP)",7.2,15 ppt,12.8,"Urban fishing, nearby port activities",High,Ecological & Human Health,High,8.5,Trisha D. Laboriante
"Barangay San Rafael, Iloilo River",10.705,122.565,0.3–4.5,"Fiber, Fragment",1.41,"Polypropylene (PP), Polyester (PES)",7.1,13 ppt,9.4,"Mixed-use urban zone, light industry",Medium,Ecological,Moderate,6.7,Trisha D. Laboriante
"Barangay Progreso, Iloilo River",10.71,122.55,0.5–5.0,"Fiber, Pellet",1.35,"Polyethylene (PE), Nylon",7.3,14 ppt,7.1,"Residential, moderate domestic waste",Medium,Ecological,Moderate,5.9,Trisha D. Laboriante
Iloilo River (Average),10.705,122.565,0.3–5.0,Predominantly Fiber (70.5%),1.38,"PE, PP, PES",7.2,14 ppt,9.8,Urban riverine corridor,High,Ecological,High,7,Trisha D. Laboriante
Tap-oc (Gill tissue data),10.7,122.58,0.3–4.0,Fiber,1.4,PE,7.2,15 ppt,13.5,Port runoff,High,Ecological,High,8,Trisha D. Laboriante
Tap-oc (Gut tissue data),10.7,122.58,0.5–5.0,"Fiber, Pellet",1.36,PP,7.2,15 ppt,12.1,Urban effluent,High,Ecological & Health,High,8.2,Trisha D. Laboriante
San Rafael (Gill tissue data),10.705,122.565,0.4–4.0,Fiber,1.38,PES,7.1,13 ppt,8.8,Domestic wastewater,Medium,Ecological,Moderate,6.4,Trisha D. Laboriante
Progreso (Gill tissue data),10.71,122.55,0.3–3.8,Fragment,1.33,PE,7.3,14 ppt,6.9,Residential,Medium,Ecological,Moderate,5.8,Trisha D. Laboriante
Iloilo River (Aggregate fish data),10.705,122.565,0.3–5.0,"Fiber, Fragment, Pellet",1.38,"PE, PP, PES, Nylon",7.2,14 ppt,132 particles/45 fish (~2.9 per fish),Urban & industrial mix,High,Ecological & Health,High,8.3,Trisha D. Laboriante
Iloilo River (Surface water estimate),10.705,122.565,0.1–5.0,Fiber,1.38,"PE, PP",7.2,14 ppt,10,Urban,High,Ecological,High,7.5,Trisha D. Laboriante
